"","t","h_ft","v_ft_s","cp_ug_l","t_f","trb_fnu","do_mg_l"
"354",2023-05-30 15:30:00,6.13,0.03,21.85,71.2,30.91,7.4
"355",2023-05-30 15:45:00,6.07,0.07,18.56,71.1,33.02,6.4
"356",2023-05-30 16:00:00,5.97,0.11,18.57,70.8,31.66,6.9
"357",2023-05-30 16:15:00,5.87,0.14,18.34,70.9,29.68,7
"358",2023-05-30 16:30:00,5.77,0.16,18.55,70.7,28.9,6.9
"359",2023-05-30 16:45:00,5.68,0.19,20.68,70.6,30.99,6.8
"360",2023-05-30 17:00:00,5.61,0.19,21.43,70.3,30.29,6.6
"361",2023-05-30 17:15:00,5.51,0.2,20.81,70.2,33.24,6.6
"362",2023-05-30 17:30:00,5.43,0.18,19.68,70.2,30.82,6.5
"363",2023-05-30 17:45:00,5.34,0.2,21.67,70.2,30.41,6.8
"364",2023-05-30 18:00:00,5.25,0.2,19.68,70.3,32.35,7
"365",2023-05-30 18:15:00,5.17,0.21,20.11,70.4,30.53,7.2
"366",2023-05-30 18:30:00,5.08,0.22,25.05,70.4,30.48,7.3
"367",2023-05-30 18:45:00,5.01,0.21,19.37,70.4,30.39,7.3
"368",2023-05-30 19:00:00,4.92,0.22,20.74,70.4,28.89,7.4
"369",2023-05-30 19:15:00,4.84,0.22,20.71,70.4,33.15,7.3
"370",2023-05-30 19:30:00,4.74,0.24,21.23,70.3,31.22,7.4
"371",2023-05-30 19:45:00,4.66,0.24,19.69,70.3,30.46,7.4
"372",2023-05-30 20:00:00,4.58,0.25,20.79,70.3,32.74,7.4
"373",2023-05-30 20:15:00,4.51,0.25,21.83,70.2,33.82,7.4
"374",2023-05-30 20:30:00,4.45,0.26,25.45,70.2,33.73,7.4
"375",2023-05-30 20:45:00,4.38,0.25,24.08,70.2,33.8,7.5
"376",2023-05-30 21:00:00,4.33,0.25,23.46,70.1,35.75,7.4
"377",2023-05-30 21:15:00,4.29,0.25,23.91,70,34.55,7.4
"378",2023-05-30 21:30:00,4.27,0.27,25.38,70,33.76,7.4
"379",2023-05-30 21:45:00,4.28,0.26,26.18,69.9,33.95,7.4
"380",2023-05-30 22:00:00,4.41,0.26,21.14,69.8,33.01,7.3
"381",2023-05-30 22:15:00,4.64,0.23,22.38,69.8,33.25,7.3
"382",2023-05-30 22:30:00,4.86,0.22,21.36,69.7,34.7,7.3
"383",2023-05-30 22:45:00,5.06,0.23,23.26,69.6,33.46,7.2
"384",2023-05-30 23:00:00,5.26,0.19,23.79,69.6,34.3,7
"385",2023-05-30 23:15:00,5.45,0.2,27.96,69.5,33.57,7.1
"386",2023-05-30 23:30:00,5.63,0.17,24.53,69.4,34.8,6.9
"387",2023-05-30 23:45:00,5.8,0.15,21.84,69.3,34.64,7
"388",2023-05-31,5.98,0.15,26.02,69.2,32.49,6.9
"389",2023-05-31 00:15:00,6.13,0.1,21.02,69.2,33.39,6.8
"390",2023-05-31 00:30:00,6.27,0.06,21.49,69.2,33.7,6.6
"391",2023-05-31 00:45:00,6.38,-0.03,19.81,69.1,32.66,6.6
"392",2023-05-31 01:00:00,6.49,-0.09,22.16,69,33.48,6.8
"393",2023-05-31 01:15:00,6.59,-0.13,22.49,69,33.03,6.9
"394",2023-05-31 01:30:00,6.7,-0.18,23.97,69,33.94,7
"395",2023-05-31 01:45:00,6.79,-0.22,20.2,68.9,32.82,6.8
"396",2023-05-31 02:00:00,6.89,-0.21,22.25,68.8,34.76,6.7
"397",2023-05-31 02:15:00,6.96,-0.23,20.15,68.8,34.69,6.8
"398",2023-05-31 02:30:00,7.02,-0.24,21.9,68.8,34.99,6.8
"399",2023-05-31 02:45:00,7.08,-0.26,20.34,68.7,36.1,6.8
"400",2023-05-31 03:00:00,7.12,-0.25,21.08,68.7,33.2,6.7
"401",2023-05-31 03:15:00,7.16,-0.23,22.6,68.6,32.18,6.7
"402",2023-05-31 03:30:00,7.18,-0.19,17.98,68.5,35.51,6.6
"403",2023-05-31 03:45:00,7.18,-0.12,17.25,68.5,33.97,6.5
"404",2023-05-31 04:00:00,7.17,0,15.7,68.4,31.79,6.4
"405",2023-05-31 04:15:00,7.13,0.12,23.62,68.4,33.35,6.2
"406",2023-05-31 04:30:00,7.07,0.22,19.71,68.4,32.1,6.3
"407",2023-05-31 04:45:00,6.98,0.23,18.32,68.4,31.01,6.4
"408",2023-05-31 05:00:00,6.9,0.26,17.73,68.4,30.99,6.3
"409",2023-05-31 05:15:00,6.81,0.36,19.33,68.4,32.69,6.2
"410",2023-05-31 05:30:00,6.72,0.38,18.28,68.4,33.94,6.2
"411",2023-05-31 05:45:00,6.62,0.39,19.56,68.3,33.69,6.1
"412",2023-05-31 06:00:00,6.51,0.41,22.57,68.3,33.56,6.2
"413",2023-05-31 06:15:00,6.41,0.42,14.55,68.2,39.22,6.1
"414",2023-05-31 06:30:00,6.3,0.46,19.65,68.2,39.29,6.1
"415",2023-05-31 06:45:00,6.19,0.44,18.4,68.2,34.41,6.1
"416",2023-05-31 07:00:00,6.08,0.46,17.7,68.2,42.76,6.1
"417",2023-05-31 07:15:00,5.97,0.46,21.93,68.2,35.69,6.2
"418",2023-05-31 07:30:00,5.86,0.47,21.15,68.3,39.81,6.2
"419",2023-05-31 07:45:00,5.75,0.47,22.01,68.3,37.05,6.2
"420",2023-05-31 08:00:00,5.63,0.5,21.56,68.4,37.95,6.1
"421",2023-05-31 08:15:00,5.52,0.49,22.73,68.4,37.43,6.2
"422",2023-05-31 08:30:00,5.4,0.5,26.46,68.5,35.18,6.2
"423",2023-05-31 08:45:00,5.28,0.51,25.03,68.6,36.9,6.3
"424",2023-05-31 09:00:00,5.17,0.55,22.83,68.7,36.61,6.3
"425",2023-05-31 09:15:00,5.05,0.55,22.28,68.8,37.98,6.4
"426",2023-05-31 09:30:00,4.93,0.55,19.4,68.9,38.48,6.4
"427",2023-05-31 09:45:00,4.82,0.57,22.78,69,35.16,6.5
"428",2023-05-31 10:00:00,4.72,0.58,22.94,69.1,34.19,6.5
"429",2023-05-31 10:15:00,4.61,0.57,22.83,69.3,34.88,6.6
"430",2023-05-31 10:30:00,4.5,0.57,24.04,69.4,36.24,6.6
"431",2023-05-31 10:45:00,4.4,0.58,22.76,69.6,34.96,6.7
"432",2023-05-31 11:00:00,4.3,0.58,25.1,69.7,35.81,6.8
"433",2023-05-31 11:15:00,4.22,0.57,26.3,69.9,36.85,6.8
"434",2023-05-31 11:30:00,4.13,0.56,26.56,70.1,34.67,7
"435",2023-05-31 11:45:00,4.07,0.56,24.59,70.3,36.38,7.1
"436",2023-05-31 12:00:00,4.05,0.54,32.6,70.5,48.68,7.2
"437",2023-05-31 12:15:00,4.09,0.5,29.01,70.6,46.02,7.2
"438",2023-05-31 12:30:00,4.28,0.46,27.34,70.7,33.54,7.3
"439",2023-05-31 12:45:00,4.54,0.44,27.95,70.9,34.31,7.5
"440",2023-05-31 13:00:00,4.77,0.44,29.56,71,35.1,7.4
"441",2023-05-31 13:15:00,4.96,0.39,33.51,71.1,35.03,7.4
"442",2023-05-31 13:30:00,5.16,0.38,26.73,71.2,33.79,7.4
"443",2023-05-31 13:45:00,5.34,0.37,28.75,71.3,33.82,7.4
"444",2023-05-31 14:00:00,5.51,0.36,32.32,71.4,33.18,7.5
"445",2023-05-31 14:15:00,5.66,0.36,30.59,71.4,33.86,7.5
"446",2023-05-31 14:30:00,5.79,0.33,31.36,71.5,33.38,7.5
"447",2023-05-31 14:45:00,5.9,0.28,32.83,71.5,29.94,7.5
"448",2023-05-31 15:00:00,6.02,0.28,32.94,71.6,32.55,7.3
"449",2023-05-31 15:15:00,6.1,0.28,30.04,71.6,31.01,7.5
"450",2023-05-31 15:30:00,6.17,0.28,30.33,71.6,31.51,7.4
"451",2023-05-31 15:45:00,6.22,0.28,31.22,71.7,31.64,7.5
"452",2023-05-31 16:00:00,6.25,0.28,34.17,71.7,31.3,7.6
"453",2023-05-31 16:15:00,6.23,0.27,32.1,71.7,32.25,7.5
"454",2023-05-31 16:30:00,6.19,0.27,33.79,71.7,29.69,7.5
"455",2023-05-31 16:45:00,6.1,0.3,42.75,71.7,31.18,7.6
"456",2023-05-31 17:00:00,6,0.3,31.18,71.7,30.51,7.5
"457",2023-05-31 17:15:00,5.9,0.32,32.84,71.7,31.91,7.5
"458",2023-05-31 17:30:00,5.8,0.31,41.89,71.7,34.77,7.5
"459",2023-05-31 17:45:00,5.7,0.32,37.59,71.8,40.55,7.7
"460",2023-05-31 18:00:00,5.61,0.31,36.16,71.8,30.37,7.8
"461",2023-05-31 18:15:00,5.52,0.32,34.46,71.8,29.68,7.9
"462",2023-05-31 18:30:00,5.46,0.33,35.89,71.8,28.58,7.8
"463",2023-05-31 18:45:00,5.38,0.34,40.79,71.8,29.15,7.8
"464",2023-05-31 19:00:00,5.29,0.36,37.1,71.7,28.66,7.7
"465",2023-05-31 19:15:00,5.21,0.36,46.32,71.7,29.55,7.6
"466",2023-05-31 19:30:00,5.13,0.37,39.47,71.7,31.14,7.6
"467",2023-05-31 19:45:00,5.05,0.37,39.63,71.6,30.26,7.5
"468",2023-05-31 20:00:00,4.96,0.38,36.52,71.6,29.95,7.4
"469",2023-05-31 20:15:00,4.88,0.36,39.87,71.6,30.57,7.3
"470",2023-05-31 20:30:00,4.8,0.34,41.36,71.5,30.99,7.4
"471",2023-05-31 20:45:00,4.71,0.38,44.79,71.5,30.92,7.3
"472",2023-05-31 21:00:00,4.65,0.37,38.34,71.5,31.55,7.3
"473",2023-05-31 21:15:00,4.57,0.37,40.65,71.4,32.35,7.2
"474",2023-05-31 21:30:00,4.51,0.39,42.15,71.4,32.41,7.2
"475",2023-05-31 21:45:00,4.45,0.38,39.43,71.4,33.28,7.1
"476",2023-05-31 22:00:00,4.43,0.39,38.88,71.4,34.06,7
"477",2023-05-31 22:15:00,4.42,0.36,41.27,71.3,34.45,7.1
"478",2023-05-31 22:30:00,4.49,0.35,44.63,71.2,33.34,7.1
"479",2023-05-31 22:45:00,4.68,0.33,42.4,71.2,36.31,7.1
"480",2023-05-31 23:00:00,4.92,0.32,41.67,71.2,32.95,7
"481",2023-05-31 23:15:00,5.13,0.28,44.69,71.1,35.39,7.1
"482",2023-05-31 23:30:00,5.33,0.28,44.85,71.1,35.34,7.1
"483",2023-05-31 23:45:00,5.51,0.28,49.98,71.1,38.53,7.1
"484",2023-06-01,5.7,0.25,45.31,71,34.62,6.9
"485",2023-06-01 00:15:00,5.89,0.24,45.67,71,34.7,6.9
"486",2023-06-01 00:30:00,6.06,0.2,44.3,70.9,35.39,6.9
"487",2023-06-01 00:45:00,6.23,0.17,46.3,70.9,33.97,6.8
"488",2023-06-01 01:00:00,6.38,0.14,44.71,70.8,36.26,6.7
"489",2023-06-01 01:15:00,6.52,0.09,47.34,70.8,36.01,6.6
"490",2023-06-01 01:30:00,6.62,0,42.96,70.8,39.4,6
"491",2023-06-01 01:45:00,6.72,-0.08,44.84,70.6,33.98,6.4
"492",2023-06-01 02:00:00,6.81,-0.12,48.47,70.6,34.44,6.8
"493",2023-06-01 02:15:00,6.89,-0.17,49.46,70.6,37.51,6.7
"494",2023-06-01 02:30:00,6.97,-0.22,47.64,70.5,34.88,6.7
"495",2023-06-01 02:45:00,7.03,-0.22,47.67,70.4,35.94,6.6
"496",2023-06-01 03:00:00,7.09,-0.23,45.93,70.3,36.13,6.5
"497",2023-06-01 03:15:00,7.15,-0.24,42.41,70.2,35.73,6.5
"498",2023-06-01 03:30:00,7.21,-0.23,43.5,70.2,36.02,6.5
"499",2023-06-01 03:45:00,7.24,-0.21,43.16,70.1,39.21,6.4
"500",2023-06-01 04:00:00,7.25,-0.15,43.84,70,35.51,6.4
"501",2023-06-01 04:15:00,7.25,-0.1,37.52,70,33.15,6.2
"502",2023-06-01 04:30:00,7.23,0.02,38.55,70,37,5.9
"503",2023-06-01 04:45:00,7.18,0.14,39.93,69.9,33.89,6.1
"504",2023-06-01 05:00:00,7.11,0.23,39.95,69.8,32.83,6.1
"505",2023-06-01 05:15:00,7.02,0.26,40.88,69.8,33.75,6.1
"506",2023-06-01 05:30:00,6.93,0.29,44.32,69.7,41.61,6.2
"507",2023-06-01 05:45:00,6.83,0.33,40.08,69.7,33.71,6.3
"508",2023-06-01 06:00:00,6.73,0.34,39.45,69.7,33.04,6.1
"509",2023-06-01 06:15:00,6.62,0.37,38.9,69.7,33.74,6.2
"510",2023-06-01 06:30:00,6.52,0.4,42.93,69.7,34.69,6.1
"511",2023-06-01 06:45:00,6.4,0.41,39.42,69.6,34.2,6.1
"512",2023-06-01 07:00:00,6.28,0.43,39.18,69.6,35.85,6.1
"513",2023-06-01 07:15:00,6.16,0.41,34.84,69.6,34.75,6.1
"514",2023-06-01 07:30:00,6.05,0.42,38.49,69.6,36.88,6
"515",2023-06-01 07:45:00,5.92,0.41,36.03,69.6,38.06,6.1
"516",2023-06-01 08:00:00,5.82,0.38,40.08,69.6,37.99,6.1
"517",2023-06-01 08:15:00,5.69,0.35,39.9,69.6,38.89,6.1
"518",2023-06-01 08:30:00,5.58,0.35,39.06,69.6,36.67,6.1
"519",2023-06-01 08:45:00,5.46,0.37,40.12,69.7,39.09,6.1
"520",2023-06-01 09:00:00,5.33,0.38,38.52,69.8,37.41,6.2
"521",2023-06-01 09:15:00,5.2,0.44,38.75,69.8,37.25,6.2
"522",2023-06-01 09:30:00,5.08,0.46,43.17,69.9,59.05,6.2
"523",2023-06-01 09:45:00,4.96,0.47,37.54,70,38.98,6.2
"524",2023-06-01 10:00:00,4.84,0.5,39.12,70.2,38.6,6.2
"525",2023-06-01 10:15:00,4.71,0.5,32.8,70.3,38.66,6.2
"526",2023-06-01 10:30:00,4.59,0.48,35.03,70.4,37.46,6
"527",2023-06-01 10:45:00,4.47,0.49,33.7,70.5,38.42,6.1
"528",2023-06-01 11:00:00,4.36,0.49,32.97,70.6,38.87,6
"529",2023-06-01 11:15:00,4.25,0.52,30.26,70.8,37.46,6
"530",2023-06-01 11:30:00,4.14,0.49,27.85,70.9,37.76,6
"531",2023-06-01 11:45:00,4.05,0.47,36.7,71,36.88,6
"532",2023-06-01 12:00:00,3.94,0.47,31.35,71.1,36.93,6
"533",2023-06-01 12:15:00,3.87,0.45,27.98,71.2,37.97,5.9
"534",2023-06-01 12:30:00,3.81,0.44,30.22,71.3,35.83,6
"535",2023-06-01 12:45:00,3.79,0.43,32.29,71.4,37.6,5.9
"536",2023-06-01 13:00:00,3.89,0.42,29.17,71.5,37.5,5.9
"537",2023-06-01 13:15:00,4.14,0.38,27.27,71.6,37.41,6
"538",2023-06-01 13:30:00,4.43,0.35,28.48,71.8,36.9,6
"539",2023-06-01 13:45:00,4.65,0.32,26.84,71.8,36.16,5.8
"540",2023-06-01 14:00:00,4.85,0.31,26.02,71.9,35.7,5.9
"541",2023-06-01 14:15:00,5.03,0.28,27.41,72,36.46,5.7
"542",2023-06-01 14:30:00,5.22,0.25,27.97,72.1,36.35,5.8
"543",2023-06-01 14:45:00,5.39,0.24,27.72,72.2,35.92,5.7
"544",2023-06-01 15:00:00,5.56,0.24,24.17,72.2,34.65,5.6
"545",2023-06-01 15:15:00,5.72,0.23,26.04,72.3,34.03,5.7
"546",2023-06-01 15:30:00,5.86,0.2,24.76,72.3,35.31,5.6
"547",2023-06-01 15:45:00,6,0.19,22.58,72.4,33.35,5.5
"548",2023-06-01 16:00:00,6.11,0.18,25.15,72.4,32.55,5.5
"549",2023-06-01 16:15:00,6.21,0.15,23.03,72.5,32.49,5.4
"550",2023-06-01 16:30:00,6.31,0.15,24.98,72.5,33.49,5.4
"551",2023-06-01 16:45:00,6.37,0.14,22.84,72.5,34.58,5.3
"552",2023-06-01 17:00:00,6.4,0.13,27.41,72.5,34.3,5.3
"553",2023-06-01 17:15:00,6.42,0.14,22.11,72.5,33.3,5
"554",2023-06-01 17:30:00,6.39,0.15,23.22,72.5,34.81,5.1
"555",2023-06-01 17:45:00,6.31,0.18,26.52,72.5,33.36,5.1
"556",2023-06-01 18:00:00,6.22,0.2,24.25,72.5,31.65,5.1
"557",2023-06-01 18:15:00,6.12,0.2,21.86,72.4,33.81,5.1
"558",2023-06-01 18:30:00,6.01,0.25,21.8,72.4,33.19,5.1
"559",2023-06-01 18:45:00,5.91,0.27,22.8,72.4,30.97,5.2
"560",2023-06-01 19:00:00,5.8,0.27,22.71,72.5,31.45,5.4
"561",2023-06-01 19:15:00,5.7,0.28,22.87,72.6,30.71,5.5
"562",2023-06-01 19:30:00,5.63,0.3,22.44,72.6,31.07,5.5
"563",2023-06-01 19:45:00,5.53,0.31,25.88,72.6,33.25,5.5
"564",2023-06-01 20:00:00,5.45,0.32,22.59,72.5,31.6,5.4
"565",2023-06-01 20:15:00,5.36,0.33,19.6,72.5,32.46,5.3
"566",2023-06-01 20:30:00,5.26,0.33,22.28,72.4,32.99,5.3
"567",2023-06-01 20:45:00,5.18,0.34,20.12,72.4,32.46,5.3
"568",2023-06-01 21:00:00,5.09,0.35,19.77,72.4,33.77,5.1
"569",2023-06-01 21:15:00,5.01,0.35,21.25,72.3,35.41,5.1
"570",2023-06-01 21:30:00,4.92,0.34,19.62,72.2,36.48,5.1
"571",2023-06-01 21:45:00,4.85,0.35,17.38,72.2,35.06,5.1
"572",2023-06-01 22:00:00,4.79,0.35,18.86,72.1,34.89,5
"573",2023-06-01 22:15:00,4.72,0.32,18.6,72.1,35.49,5
"574",2023-06-01 22:30:00,4.68,0.33,17.88,72,41.82,4.9
"575",2023-06-01 22:45:00,4.66,0.32,18.77,72,38.83,4.9
"576",2023-06-01 23:00:00,4.67,0.32,16.34,71.9,37.39,4.7
"577",2023-06-01 23:15:00,4.81,0.3,16.52,71.9,38.81,4.9
"578",2023-06-01 23:30:00,5.06,0.3,15.88,71.8,38.24,4.8
"579",2023-06-01 23:45:00,5.31,0.27,17.29,71.8,41.37,4.8
"580",2023-06-02,5.52,0.27,16.62,71.8,38.16,4.6
"581",2023-06-02 00:15:00,5.71,0.25,14.93,71.7,39.51,4.5
"582",2023-06-02 00:30:00,5.89,0.23,15.84,71.7,41.43,4.6
"583",2023-06-02 00:45:00,6.07,0.2,15.07,71.6,38.71,4.5
"584",2023-06-02 01:00:00,6.24,0.19,14.42,71.6,40.21,4.4
"585",2023-06-02 01:15:00,6.4,0.11,14.48,71.6,37.68,4.4
"586",2023-06-02 01:30:00,6.52,0,14.17,71.6,41.18,4.2
"587",2023-06-02 01:45:00,6.62,-0.08,14.48,71.6,39.89,4.2
"588",2023-06-02 02:00:00,6.73,-0.12,16.88,71.5,38.63,4.4
"589",2023-06-02 02:15:00,6.83,-0.18,17.18,71.4,44.04,4.5
"590",2023-06-02 02:30:00,6.92,-0.24,16.45,71.3,38.33,4.5
"591",2023-06-02 02:45:00,7,-0.24,16.41,71.2,36.61,4.4
"592",2023-06-02 03:00:00,7.08,-0.26,16.85,71.1,37.18,4.4
"593",2023-06-02 03:15:00,7.14,-0.26,16.76,71,36.28,4.5
"594",2023-06-02 03:30:00,7.21,-0.26,17.41,70.9,39.81,4.5
"595",2023-06-02 03:45:00,7.25,-0.27,16.65,70.8,38.9,4.5
"596",2023-06-02 04:00:00,7.3,-0.26,17.89,70.8,37.17,4.6
"597",2023-06-02 04:15:00,7.33,-0.22,17.38,70.7,34.8,4.5
"598",2023-06-02 04:30:00,7.35,-0.19,17.56,70.6,36.44,4.5
"599",2023-06-02 04:45:00,7.35,-0.12,17.32,70.6,38.3,4.4
"600",2023-06-02 05:00:00,7.32,-0.06,17.79,70.6,39.27,4.4
"601",2023-06-02 05:15:00,7.28,0.07,16.47,70.5,35.84,4.3
"602",2023-06-02 05:30:00,7.21,0.19,15.05,70.5,33.98,4.3
"603",2023-06-02 05:45:00,7.13,0.27,15.59,70.5,36.98,4.4
"604",2023-06-02 06:00:00,7.04,0.33,15.93,70.4,37.38,4.3
"605",2023-06-02 06:15:00,6.95,0.36,15.57,70.5,35.89,4.2
"606",2023-06-02 06:30:00,6.86,0.38,15.72,70.5,36.24,4.2
"607",2023-06-02 06:45:00,6.75,0.39,12.38,70.5,36.68,4.1
"608",2023-06-02 07:00:00,6.65,0.38,14.05,70.5,37.98,4
"609",2023-06-02 07:15:00,6.53,0.41,15.75,70.5,37.08,4.1
"610",2023-06-02 07:30:00,6.42,0.42,14.72,70.6,40.69,4
"611",2023-06-02 07:45:00,6.3,0.43,14.23,70.6,39.98,4
"612",2023-06-02 08:00:00,6.18,0.46,22.29,70.7,40.43,3.9
"613",2023-06-02 08:15:00,6.06,0.49,15.07,70.7,43.28,4
"614",2023-06-02 08:30:00,5.93,0.5,14.32,70.7,41.85,4
"615",2023-06-02 08:45:00,5.81,0.51,13.75,70.8,45.48,4
"616",2023-06-02 09:00:00,5.67,0.53,14.03,70.9,44.31,4
"617",2023-06-02 09:15:00,5.55,0.51,13.18,71,43.58,4.1
"618",2023-06-02 09:30:00,5.41,0.53,13.52,71.1,45.65,4.1
"619",2023-06-02 09:45:00,5.29,0.53,14.57,71.2,47.09,4.1
"620",2023-06-02 10:00:00,5.15,0.55,14.14,71.3,45.22,4.2
"621",2023-06-02 10:15:00,5.01,0.54,14.57,71.4,44.18,4.2
"622",2023-06-02 10:30:00,4.89,0.56,14.61,71.6,47.53,4.3
"623",2023-06-02 10:45:00,4.76,0.54,15.06,71.7,45.9,4.3
"624",2023-06-02 11:00:00,4.64,0.54,13.71,71.9,43.71,4.4
"625",2023-06-02 11:15:00,4.51,0.53,14.09,72.1,44.03,4.5
"626",2023-06-02 11:30:00,4.39,0.5,13.53,72.2,46.27,4.4
"627",2023-06-02 11:45:00,4.27,0.5,14.59,72.4,46.9,4.5
"628",2023-06-02 12:00:00,4.15,0.49,14.69,72.5,46.09,4.5
"629",2023-06-02 12:15:00,4.03,0.49,13.24,72.6,44.94,4.5
"630",2023-06-02 12:30:00,3.91,0.48,13.9,72.8,43.66,4.6
"631",2023-06-02 12:45:00,3.81,0.5,13.59,72.9,43.48,4.6
"632",2023-06-02 13:00:00,3.7,0.49,13.62,73.1,43.5,4.6
"633",2023-06-02 13:15:00,3.63,0.47,15.11,73.2,44.26,4.6
"634",2023-06-02 13:30:00,3.6,0.46,13.1,73.2,43.74,4.7
"635",2023-06-02 13:45:00,3.67,0.43,13.24,73.4,44.28,4.6
"636",2023-06-02 14:00:00,3.93,0.39,14.62,73.5,45.88,4.6
"637",2023-06-02 14:15:00,4.22,0.39,13.31,73.7,42.69,4.6
"638",2023-06-02 14:30:00,4.44,0.38,15.49,73.6,44.75,4.6
"639",2023-06-02 14:45:00,4.63,0.34,15.75,73.9,46.59,4.9
"640",2023-06-02 15:00:00,4.81,0.36,13.02,73.9,45.27,4.7
"641",2023-06-02 15:15:00,5,0.35,13.55,73.9,45.21,4.5
"642",2023-06-02 15:30:00,5.18,0.34,15.32,74,43.94,4.5
"643",2023-06-02 15:45:00,5.36,0.28,15.14,74,45.43,4.6
"644",2023-06-02 16:00:00,5.54,0.26,14.05,74,45.08,4.2
"645",2023-06-02 16:15:00,5.7,0.23,14,74.1,42.41,4.6
"646",2023-06-02 16:30:00,5.86,0.21,14.83,74.1,41.68,4.5
"647",2023-06-02 16:45:00,6,0.19,13.25,74.1,49.34,4.3
"648",2023-06-02 17:00:00,6.11,0.14,12.27,74.1,43.77,4.2
"649",2023-06-02 17:15:00,6.2,0.09,14.1,74,40.31,4.2
"650",2023-06-02 17:30:00,6.28,0.06,15.48,73.9,39.79,4.1
"651",2023-06-02 17:45:00,6.32,0.03,10.9,73.9,42.66,3.8
"652",2023-06-02 18:00:00,6.35,0,13.86,73.9,39.79,3.8
"653",2023-06-02 18:15:00,6.35,0,16.04,74,38.6,4.3
"654",2023-06-02 18:30:00,6.33,0.02,14.01,74.1,39.55,4
"655",2023-06-02 18:45:00,6.26,0.09,12.83,74,38.67,4
"656",2023-06-02 19:00:00,6.15,0.14,11.15,73.8,39.2,3.9
"657",2023-06-02 19:15:00,6.04,0.15,12.85,73.7,40.44,4
"658",2023-06-02 19:30:00,5.92,0.17,10.82,73.3,38.58,3.9
"659",2023-06-02 19:45:00,5.82,0.21,11.02,72.8,37.77,3.7
"660",2023-06-02 20:00:00,5.72,0.23,11.92,72.6,39.94,3.5
"661",2023-06-02 20:15:00,5.61,0.23,12.14,72.6,38.34,3.3
"662",2023-06-02 20:30:00,5.52,0.23,12.98,72.5,39.5,3.5
"663",2023-06-02 20:45:00,5.42,0.24,12.44,72.6,37.11,3.4
"664",2023-06-02 21:00:00,5.33,0.23,13.73,72.7,38.25,3.8
"665",2023-06-02 21:15:00,5.24,0.22,14.19,72.8,40.19,3.9
"666",2023-06-02 21:30:00,5.15,0.24,13.85,72.8,38.5,4
"667",2023-06-02 21:45:00,5.07,0.24,13.2,72.9,38.83,4.2
"668",2023-06-02 22:00:00,4.98,0.25,13.79,72.9,38.92,4.3
"669",2023-06-02 22:15:00,4.9,0.25,12.77,72.9,39.79,4.3
"670",2023-06-02 22:30:00,4.82,0.25,12.43,72.9,39.6,4.2
"671",2023-06-02 22:45:00,4.76,0.26,12,72.9,38.72,4.2
"672",2023-06-02 23:00:00,4.7,0.26,12.23,72.9,39.24,4.2
"673",2023-06-02 23:15:00,4.66,0.25,14.13,72.8,39.52,4.2
"674",2023-06-02 23:30:00,4.67,0.24,11.98,72.8,40.3,4
"675",2023-06-02 23:45:00,4.78,0.23,10.28,72.7,42.76,3.6
"676",2023-06-03,5.02,0.2,11.03,72.7,46.29,3.7
"677",2023-06-03 00:15:00,5.25,0.21,11.55,72.6,44.29,3.4
"678",2023-06-03 00:30:00,5.45,0.18,10.79,72.6,41.33,3.8
"679",2023-06-03 00:45:00,5.63,0.17,10.91,72.5,40.65,3.4
"680",2023-06-03 01:00:00,5.81,0.12,10.8,72.4,42.42,3.6
"681",2023-06-03 01:15:00,5.98,0.12,10.32,72.4,44.56,3
"682",2023-06-03 01:30:00,6.13,0.05,11.84,72.3,44.95,3.3
"683",2023-06-03 01:45:00,6.25,-0.05,12.94,72.3,42.2,3.4
"684",2023-06-03 02:00:00,6.38,-0.11,12.07,72.2,40.67,3.6
"685",2023-06-03 02:15:00,6.5,-0.16,13.37,72.2,40.7,3.8
"686",2023-06-03 02:30:00,6.61,-0.24,13.26,72.2,40.63,3.9
"687",2023-06-03 02:45:00,6.72,-0.29,12.35,72.1,38.1,3.8
"688",2023-06-03 03:00:00,6.82,-0.31,12.17,72,39.43,3.8
"689",2023-06-03 03:15:00,6.91,-0.33,12.07,72.1,39.6,3.8
"690",2023-06-03 03:30:00,6.99,-0.37,12.82,72,39.69,3.8
"691",2023-06-03 03:45:00,7.06,-0.4,12.78,71.9,40.97,3.7
"692",2023-06-03 04:00:00,7.12,-0.44,12.32,71.8,39.65,3.6
"693",2023-06-03 04:15:00,7.17,-0.47,10.49,71.6,39.37,3.3
"694",2023-06-03 04:30:00,7.22,-0.45,11.83,71.5,40.03,3.4
"695",2023-06-03 04:45:00,7.25,-0.42,11.26,71.4,38.4,3.3
"696",2023-06-03 05:00:00,7.28,-0.36,12.44,71.4,38.56,3.4
"697",2023-06-03 05:15:00,7.29,-0.3,11.8,71.5,40.89,3.5
"698",2023-06-03 05:30:00,7.27,-0.25,12.29,71.6,38.81,3.6
"699",2023-06-03 05:45:00,7.23,-0.16,12.78,71.8,41.54,3.6
"700",2023-06-03 06:00:00,7.18,-0.08,12.65,71.9,40.73,3.6
"701",2023-06-03 06:15:00,7.12,0.04,10.76,71.9,40.27,3.3
"702",2023-06-03 06:30:00,7.05,0.16,11.55,71.9,41.65,3.3
"703",2023-06-03 06:45:00,6.95,0.25,12.79,71.7,38.69,3.5
"704",2023-06-03 07:00:00,6.86,0.32,11.11,71.6,38.92,3.3
