"","t","h_ft","v_ft_s","cp_ug_l","t_f","trb_fnu","do_mg_l"
"24984",2024-02-11 05:00:00,15.11,NA,4.07,50.2,92.8,8.6
"24985",2024-02-11 05:15:00,15.11,NA,3.86,50.2,99.9,8.6
"24986",2024-02-11 05:30:00,15.1,NA,4.13,50.2,99.35,8.6
"24987",2024-02-11 05:45:00,15.09,NA,3.95,50.2,96.94,8.6
"24988",2024-02-11 06:00:00,15.1,NA,4.38,50.1,89.55,8.5
"24989",2024-02-11 06:15:00,15.09,NA,4.12,50.1,90.34,8.5
"24990",2024-02-11 06:30:00,15.09,NA,3.75,50.1,95.62,8.5
"24991",2024-02-11 06:45:00,15.09,NA,4.44,50,87.2,8.5
"24992",2024-02-11 07:00:00,15.08,NA,3.96,50,87.76,8.5
"24993",2024-02-11 07:15:00,15.07,NA,4.21,50,90.17,8.5
"24994",2024-02-11 07:30:00,15.07,NA,3.93,50,90.48,8.5
"24995",2024-02-11 07:45:00,15.06,NA,4.14,50,88.28,8.5
"24996",2024-02-11 08:00:00,15.06,NA,4.14,49.9,88.36,8.5
"24997",2024-02-11 08:15:00,15.05,NA,3.79,49.9,90.33,8.5
"24998",2024-02-11 08:30:00,15.05,NA,3.82,49.9,78.57,8.4
"24999",2024-02-11 08:45:00,15.05,NA,3.99,49.9,84.83,8.4
"25000",2024-02-11 09:00:00,15.04,NA,3.76,49.9,93.1,8.4
"25001",2024-02-11 09:15:00,15.04,NA,3.7,49.9,84.15,8.4
"25002",2024-02-11 09:30:00,15.03,NA,3.78,49.9,88.5,8.4
"25003",2024-02-11 09:45:00,15.03,NA,NA,NA,NA,NA
"25004",2024-02-11 10:00:00,15.02,NA,NA,NA,NA,NA
"25005",2024-02-11 10:15:00,15.02,NA,3.75,49.9,101.3,8.4
"25006",2024-02-11 10:30:00,15.01,NA,3.54,50,83.35,8.4
"25007",2024-02-11 10:45:00,15,NA,3.89,50,80.44,8.4
"25008",2024-02-11 11:00:00,14.99,NA,3.73,50,84.06,8.4
"25009",2024-02-11 11:15:00,14.99,NA,4.24,50,84.35,8.4
"25010",2024-02-11 11:30:00,14.98,NA,3.76,50.1,84.98,8.4
"25011",2024-02-11 11:45:00,14.98,NA,4.2,50.1,91.27,8.4
"25012",2024-02-11 12:00:00,14.98,NA,3.94,50.1,81.41,8.4
"25013",2024-02-11 12:15:00,14.97,NA,4.08,50.2,88.11,8.3
"25014",2024-02-11 12:30:00,14.96,NA,3.66,50.2,83.02,8.3
"25015",2024-02-11 12:45:00,14.96,NA,3.73,50.2,80.96,8.3
"25016",2024-02-11 13:00:00,14.95,NA,3.88,50.3,81.81,8.3
"25017",2024-02-11 13:15:00,14.94,NA,3.9,50.3,83.22,8.3
"25018",2024-02-11 13:30:00,14.94,NA,3.9,50.3,82.5,8.3
"25019",2024-02-11 13:45:00,14.93,NA,3.94,50.4,84.14,8.3
"25020",2024-02-11 14:00:00,14.93,NA,3.94,50.4,79.32,8.3
"25021",2024-02-11 14:15:00,14.92,NA,3.9,50.4,87.63,8.3
"25022",2024-02-11 14:30:00,14.92,NA,3.91,50.5,82.64,8.3
"25023",2024-02-11 14:45:00,14.91,NA,3.7,50.6,81.58,8.3
"25024",2024-02-11 15:00:00,14.91,NA,3.85,50.6,85.65,8.3
"25025",2024-02-11 15:15:00,14.89,NA,4.14,50.6,81.01,8.2
"25026",2024-02-11 15:30:00,14.89,NA,3.86,50.7,79.67,8.2
"25027",2024-02-11 15:45:00,14.88,NA,3.99,50.7,81.74,8.2
"25028",2024-02-11 16:00:00,14.88,NA,3.96,50.7,81.53,8.2
"25029",2024-02-11 16:15:00,14.88,NA,3.97,50.8,74.67,8.2
"25030",2024-02-11 16:30:00,14.87,NA,4.1,50.8,76.62,8.2
"25031",2024-02-11 16:45:00,14.87,NA,4.1,50.8,88.19,8.2
"25032",2024-02-11 17:00:00,14.87,NA,3.79,50.8,74.34,8.2
"25033",2024-02-11 17:15:00,14.86,NA,3.91,50.8,77.08,8.2
"25034",2024-02-11 17:30:00,14.85,NA,4.07,50.8,80.41,8.2
"25035",2024-02-11 17:45:00,14.85,NA,3.83,50.8,82.59,8.2
"25036",2024-02-11 18:00:00,14.84,NA,3.63,50.9,80.63,8.2
"25037",2024-02-11 18:15:00,14.84,NA,4.06,50.9,80.27,8.2
"25038",2024-02-11 18:30:00,14.83,NA,4.1,50.9,82.31,8.2
"25039",2024-02-11 18:45:00,14.83,NA,3.95,50.9,80.45,8.1
"25040",2024-02-11 19:00:00,14.82,NA,4.06,50.9,79.47,8.1
"25041",2024-02-11 19:15:00,14.82,NA,4.1,50.9,81.78,8.1
"25042",2024-02-11 19:30:00,14.81,NA,3.97,51,90.18,8.1
"25043",2024-02-11 19:45:00,14.8,NA,3.98,51,79.63,8.1
"25044",2024-02-11 20:00:00,14.8,NA,4.14,51,75.36,8.1
"25045",2024-02-11 20:15:00,14.79,NA,3.97,51,89.91,8.1
"25046",2024-02-11 20:30:00,14.79,NA,3.93,51,74.21,8.1
"25047",2024-02-11 20:45:00,14.78,NA,3.6,51,78.57,8.1
"25048",2024-02-11 21:00:00,14.78,NA,3.77,51,83.26,8.1
"25049",2024-02-11 21:15:00,14.77,NA,3.87,51,84.43,8.1
"25050",2024-02-11 21:30:00,14.77,NA,4.01,51,83.3,8.1
"25051",2024-02-11 21:45:00,14.76,NA,4.13,51,79.11,8.1
"25052",2024-02-11 22:00:00,14.75,NA,3.82,51,82.87,8.1
"25053",2024-02-11 22:15:00,14.75,NA,3.87,51,75.18,8.1
"25054",2024-02-11 22:30:00,14.74,NA,3.69,51,78.18,8.1
"25055",2024-02-11 22:45:00,14.73,NA,3.99,51,73.67,8.1
"25056",2024-02-11 23:00:00,14.73,NA,3.8,51,81.27,8.1
"25057",2024-02-11 23:15:00,14.72,NA,3.59,51,79.85,8.1
"25058",2024-02-11 23:30:00,14.72,NA,3.7,51,83.8,8.1
"25059",2024-02-11 23:45:00,14.71,NA,3.7,51,76.88,8.1
"25060",2024-02-12,14.7,NA,3.71,51,78.45,8.1
"25061",2024-02-12 00:15:00,14.7,NA,4.07,51,85.2,8.1
"25062",2024-02-12 00:30:00,14.69,NA,3.85,51,76.07,8.1
"25063",2024-02-12 00:45:00,14.68,NA,3.85,51,78.74,8.1
"25064",2024-02-12 01:00:00,14.68,NA,3.65,50.9,72.39,8.1
"25065",2024-02-12 01:15:00,14.67,NA,3.87,50.9,78.66,8.1
"25066",2024-02-12 01:30:00,14.66,NA,3.76,50.9,89.17,8
"25067",2024-02-12 01:45:00,14.66,NA,4.15,50.9,81.17,8.1
"25068",2024-02-12 02:00:00,14.65,NA,3.84,50.9,73.78,8
"25069",2024-02-12 02:15:00,14.65,NA,4.03,50.9,74.68,8
"25070",2024-02-12 02:30:00,14.64,NA,3.97,50.8,76.79,8
"25071",2024-02-12 02:45:00,14.63,NA,3.66,50.8,70.87,8
"25072",2024-02-12 03:00:00,14.63,NA,3.96,50.8,78.16,8
"25073",2024-02-12 03:15:00,14.62,NA,3.81,50.8,75.11,8
"25074",2024-02-12 03:30:00,14.62,NA,3.89,50.8,76.37,8
"25075",2024-02-12 03:45:00,14.61,NA,4.1,50.8,80.28,8
"25076",2024-02-12 04:00:00,14.61,NA,3.73,50.7,77.54,8
"25077",2024-02-12 04:15:00,14.6,NA,3.93,50.7,81.68,8
"25078",2024-02-12 04:30:00,14.59,NA,3.69,50.7,75.7,8
"25079",2024-02-12 04:45:00,14.58,NA,3.66,50.7,73,8
"25080",2024-02-12 05:00:00,14.58,NA,3.71,50.6,77.44,8
"25081",2024-02-12 05:15:00,14.57,NA,3.82,50.6,73.45,8
"25082",2024-02-12 05:30:00,14.57,NA,3.85,50.6,76.74,8
"25083",2024-02-12 05:45:00,14.56,NA,4.02,50.6,70.64,8
"25084",2024-02-12 06:00:00,14.56,NA,3.77,50.5,80.57,7.9
"25085",2024-02-12 06:15:00,14.55,NA,3.83,50.5,71.36,7.9
"25086",2024-02-12 06:30:00,14.54,NA,3.64,50.5,76.24,7.9
"25087",2024-02-12 06:45:00,14.53,NA,3.6,50.5,76.32,7.9
"25088",2024-02-12 07:00:00,14.53,NA,3.77,50.4,79.31,7.9
"25089",2024-02-12 07:15:00,14.51,NA,4.02,50.4,71.6,7.9
"25090",2024-02-12 07:30:00,14.51,NA,3.81,50.4,72.24,7.9
"25091",2024-02-12 07:45:00,14.51,NA,3.91,50.4,70.15,7.9
"25092",2024-02-12 08:00:00,14.5,NA,4.19,50.3,73.21,7.9
"25093",2024-02-12 08:15:00,14.5,NA,4.09,50.3,73.6,7.9
"25094",2024-02-12 08:30:00,14.49,NA,3.74,50.3,75.23,7.9
"25095",2024-02-12 08:45:00,14.48,NA,4.85,50.3,71.89,7.8
"25096",2024-02-12 09:00:00,14.48,NA,3.84,50.3,74.34,7.8
"25097",2024-02-12 09:15:00,14.47,NA,3.93,50.3,69.24,7.8
"25098",2024-02-12 09:30:00,14.47,NA,3.53,50.3,73.24,7.8
"25099",2024-02-12 09:45:00,14.46,NA,3.91,50.3,70.65,7.8
"25100",2024-02-12 10:00:00,14.45,NA,3.81,50.3,67.97,7.8
"25101",2024-02-12 10:15:00,14.45,NA,4.14,50.3,72.67,7.8
"25102",2024-02-12 10:30:00,14.44,NA,4.28,50.3,69.29,7.8
"25103",2024-02-12 10:45:00,14.43,NA,4.08,50.4,84.03,7.8
"25104",2024-02-12 11:00:00,14.42,NA,3.91,50.4,72.23,7.8
"25105",2024-02-12 11:15:00,14.42,NA,3.67,50.4,70,7.8
"25106",2024-02-12 11:30:00,14.41,NA,3.78,50.4,72.03,7.8
"25107",2024-02-12 11:45:00,14.4,NA,3.75,50.5,69.91,7.8
"25108",2024-02-12 12:00:00,14.4,NA,3.99,50.5,74.32,7.8
"25109",2024-02-12 12:15:00,14.39,NA,4.08,50.6,73.27,7.7
"25110",2024-02-12 12:30:00,14.38,NA,4.02,50.6,66.59,7.7
"25111",2024-02-12 12:45:00,14.38,NA,3.87,50.7,75.81,7.7
"25112",2024-02-12 13:00:00,14.37,NA,4.15,50.7,75.45,7.7
"25113",2024-02-12 13:15:00,14.37,NA,3.86,50.8,73.16,7.7
"25114",2024-02-12 13:30:00,14.35,NA,3.82,50.8,69.28,7.7
"25115",2024-02-12 13:45:00,14.35,NA,4.1,50.9,72.98,7.7
"25116",2024-02-12 14:00:00,14.35,NA,3.92,50.9,75.81,7.7
"25117",2024-02-12 14:15:00,14.34,NA,3.91,51,73.45,7.7
"25118",2024-02-12 14:30:00,14.33,NA,4,51,68.52,7.6
"25119",2024-02-12 14:45:00,14.33,NA,3.9,51.1,72.74,7.6
"25120",2024-02-12 15:00:00,14.32,NA,3.91,51.1,68.92,7.6
"25121",2024-02-12 15:15:00,14.31,NA,4.53,51.2,68.62,7.6
"25122",2024-02-12 15:30:00,14.3,NA,4.03,51.2,73.47,7.6
"25123",2024-02-12 15:45:00,14.3,NA,4.3,51.2,70.79,7.6
"25124",2024-02-12 16:00:00,14.29,NA,3.94,51.3,67.45,7.6
"25125",2024-02-12 16:15:00,14.29,NA,3.95,51.3,73.87,7.6
"25126",2024-02-12 16:30:00,14.28,NA,3.99,51.4,71.63,7.6
"25127",2024-02-12 16:45:00,14.27,NA,4.27,51.4,73.59,7.6
"25128",2024-02-12 17:00:00,14.27,NA,4.24,51.4,68.75,7.6
"25129",2024-02-12 17:15:00,14.26,NA,4.04,51.5,67.78,7.5
"25130",2024-02-12 17:30:00,14.26,NA,5.05,51.5,71.42,7.5
"25131",2024-02-12 17:45:00,14.25,NA,4.21,51.5,71.61,7.5
"25132",2024-02-12 18:00:00,14.25,NA,4.32,51.6,75.64,7.5
"25133",2024-02-12 18:15:00,14.24,NA,4.24,51.6,71.57,7.5
"25134",2024-02-12 18:30:00,14.23,NA,4.49,51.6,70.03,7.5
"25135",2024-02-12 18:45:00,14.23,NA,4.26,51.6,74.43,7.5
"25136",2024-02-12 19:00:00,14.23,NA,4.66,51.6,70.12,7.5
"25137",2024-02-12 19:15:00,14.22,NA,4.2,51.7,68.73,7.5
"25138",2024-02-12 19:30:00,14.21,NA,4.62,51.7,75.6,7.5
"25139",2024-02-12 19:45:00,14.21,NA,4.25,51.7,73.91,7.4
"25140",2024-02-12 20:00:00,14.2,NA,4.38,51.7,68.9,7.4
"25141",2024-02-12 20:15:00,14.2,NA,4.57,51.8,77.34,7.4
"25142",2024-02-12 20:30:00,14.2,NA,4.45,51.8,70.11,7.4
"25143",2024-02-12 20:45:00,14.18,NA,4.63,51.8,76.17,7.4
"25144",2024-02-12 21:00:00,14.18,NA,4.52,51.8,73.19,7.4
"25145",2024-02-12 21:15:00,14.18,NA,4.3,51.8,72.2,7.4
"25146",2024-02-12 21:30:00,14.17,NA,3.97,51.8,66.16,7.4
"25147",2024-02-12 21:45:00,14.16,NA,3.99,51.8,67.12,7.4
"25148",2024-02-12 22:00:00,14.16,NA,4.16,51.8,67.49,7.4
"25149",2024-02-12 22:15:00,14.15,NA,4.33,51.8,70.17,7.4
"25150",2024-02-12 22:30:00,14.15,NA,4.23,51.8,71.52,7.4
"25151",2024-02-12 22:45:00,14.14,NA,4.17,51.8,77.79,7.4
"25152",2024-02-12 23:00:00,14.13,NA,4.75,51.8,77.7,7.4
"25153",2024-02-12 23:15:00,14.13,NA,4.42,51.8,69.74,7.4
"25154",2024-02-12 23:30:00,14.13,NA,4.18,51.8,70.94,7.3
"25155",2024-02-12 23:45:00,14.12,NA,4.45,51.8,69.14,7.3
"25156",2024-02-13,14.11,NA,4.43,51.8,69.26,7.3
"25157",2024-02-13 00:15:00,14.11,NA,4.22,51.8,69.64,7.3
"25158",2024-02-13 00:30:00,14.1,NA,3.99,51.8,68.64,7.3
"25159",2024-02-13 00:45:00,14.1,NA,4.05,51.8,73.96,7.3
"25160",2024-02-13 01:00:00,14.09,NA,5.2,51.8,67.41,7.3
"25161",2024-02-13 01:15:00,14.08,NA,5.15,51.8,70.74,7.3
"25162",2024-02-13 01:30:00,14.08,NA,3.97,51.8,69.27,7.3
"25163",2024-02-13 01:45:00,14.07,NA,3.95,51.8,69.06,7.3
"25164",2024-02-13 02:00:00,14.07,NA,4.3,51.8,73.71,7.3
"25165",2024-02-13 02:15:00,14.06,NA,4.55,51.7,69.12,7.2
"25166",2024-02-13 02:30:00,14.06,NA,4.27,51.7,66.86,7.2
"25167",2024-02-13 02:45:00,14.05,NA,4.47,51.7,69.98,7.2
"25168",2024-02-13 03:00:00,14.04,NA,4.13,51.7,67.68,7.2
"25169",2024-02-13 03:15:00,14.04,NA,4.28,51.7,71.04,7.2
"25170",2024-02-13 03:30:00,14.04,NA,4.08,51.6,70.92,7.2
"25171",2024-02-13 03:45:00,14.03,NA,4.29,51.6,66.81,7.2
"25172",2024-02-13 04:00:00,14.02,NA,4.48,51.6,71.51,7.2
"25173",2024-02-13 04:15:00,14.02,NA,4.3,51.6,66.38,7.2
"25174",2024-02-13 04:30:00,14.01,NA,4.46,51.5,67.1,7.2
"25175",2024-02-13 04:45:00,14.01,NA,4.24,51.5,71.94,7.2
"25176",2024-02-13 05:00:00,14.01,NA,4.41,51.5,66.56,7.1
"25177",2024-02-13 05:15:00,14,NA,4.24,51.5,69.93,7.1
"25178",2024-02-13 05:30:00,13.99,NA,4.43,51.4,70.97,7.1
"25179",2024-02-13 05:45:00,14,NA,4.3,51.4,67.06,7.1
"25180",2024-02-13 06:00:00,13.99,NA,4.35,51.4,68.67,7.1
"25181",2024-02-13 06:15:00,13.99,NA,4.49,51.4,71,7.1
"25182",2024-02-13 06:30:00,13.99,NA,4.77,51.3,69.43,7.1
"25183",2024-02-13 06:45:00,13.98,NA,4.42,51.3,71.96,7.1
"25184",2024-02-13 07:00:00,13.97,NA,4.62,51.3,71.32,7.1
"25185",2024-02-13 07:15:00,13.96,NA,4.31,51.2,67.55,7
"25186",2024-02-13 07:30:00,13.96,NA,4.22,51.2,75.07,7
"25187",2024-02-13 07:45:00,13.95,NA,4.3,51.2,69.76,7
"25188",2024-02-13 08:00:00,13.95,NA,4.45,51.2,73.06,7
"25189",2024-02-13 08:15:00,13.95,NA,4.36,51.2,72.12,7
"25190",2024-02-13 08:30:00,13.94,NA,4.4,51.2,68.56,7
"25191",2024-02-13 08:45:00,13.93,NA,4.2,51.1,69.36,7
"25192",2024-02-13 09:00:00,13.93,NA,4.33,51.1,65.42,7
"25193",2024-02-13 09:15:00,13.93,NA,4.64,51.1,67.97,7
"25194",2024-02-13 09:30:00,13.92,NA,4.25,51.2,70.06,7
"25195",2024-02-13 09:45:00,13.92,NA,4.08,51.2,68.59,7
"25196",2024-02-13 10:00:00,13.91,NA,4.32,51.2,69.85,7
"25197",2024-02-13 10:15:00,13.91,NA,4.47,51.2,68.7,7
"25198",2024-02-13 10:30:00,13.9,NA,4.36,51.2,64.7,7
"25199",2024-02-13 10:45:00,13.9,NA,4.46,51.2,72.35,6.9
"25200",2024-02-13 11:00:00,13.89,NA,4.78,51.2,72.11,6.9
"25201",2024-02-13 11:15:00,13.89,NA,4.55,51.3,74.54,6.9
"25202",2024-02-13 11:30:00,13.88,NA,4.17,51.3,70.27,6.9
"25203",2024-02-13 11:45:00,13.88,NA,4.61,51.4,67.11,6.9
"25204",2024-02-13 12:00:00,13.87,NA,4.47,51.4,67.67,6.9
"25205",2024-02-13 12:15:00,13.87,NA,4.41,51.5,64.48,6.9
"25206",2024-02-13 12:30:00,13.86,NA,4.35,51.5,74.3,6.9
"25207",2024-02-13 12:45:00,13.86,NA,4.34,51.6,63.84,6.9
"25208",2024-02-13 13:00:00,13.85,NA,4.61,51.6,66.62,6.9
"25209",2024-02-13 13:15:00,13.85,NA,4.42,51.7,67.21,6.9
"25210",2024-02-13 13:30:00,13.84,NA,4.48,51.8,67.1,6.9
"25211",2024-02-13 13:45:00,13.84,NA,4.53,51.8,74.22,6.9
"25212",2024-02-13 14:00:00,13.84,NA,4.6,51.8,74.89,6.9
"25213",2024-02-13 14:15:00,13.83,NA,4.53,51.9,65.6,6.9
"25214",2024-02-13 14:30:00,13.83,NA,4.46,52,69.31,6.9
"25215",2024-02-13 14:45:00,13.82,NA,4.48,52,70.98,6.9
"25216",2024-02-13 15:00:00,13.82,NA,4.46,52,70.02,6.8
"25217",2024-02-13 15:15:00,13.81,NA,4.66,52.1,73.86,6.8
"25218",2024-02-13 15:30:00,13.81,NA,4.66,52.2,66.76,6.8
"25219",2024-02-13 15:45:00,13.81,NA,4.62,52.2,66.34,6.8
"25220",2024-02-13 16:00:00,13.8,NA,4.58,52.3,66.91,6.8
"25221",2024-02-13 16:15:00,13.79,NA,4.78,52.3,63.96,6.8
"25222",2024-02-13 16:30:00,13.79,NA,5.16,52.4,66.09,6.8
"25223",2024-02-13 16:45:00,13.78,NA,4.54,52.4,66.51,6.8
"25224",2024-02-13 17:00:00,13.79,NA,4.72,52.4,67.36,6.8
"25225",2024-02-13 17:15:00,13.78,NA,4.84,52.5,64.86,6.8
"25226",2024-02-13 17:30:00,13.78,NA,4.5,52.5,65.62,6.8
"25227",2024-02-13 17:45:00,13.77,NA,4.36,52.6,64.9,6.8
"25228",2024-02-13 18:00:00,13.77,NA,4.87,52.6,64.97,6.8
"25229",2024-02-13 18:15:00,13.77,NA,5.27,52.6,66.69,6.8
"25230",2024-02-13 18:30:00,13.77,NA,5.27,52.7,65.67,6.8
"25231",2024-02-13 18:45:00,13.76,NA,5.13,52.7,68.17,6.8
"25232",2024-02-13 19:00:00,13.76,NA,4.79,52.8,65.02,6.8
"25233",2024-02-13 19:15:00,13.75,NA,4.53,52.8,68.37,6.8
"25234",2024-02-13 19:30:00,13.75,NA,5.02,52.9,64.1,6.7
"25235",2024-02-13 19:45:00,13.75,NA,5.48,52.9,69.63,6.7
"25236",2024-02-13 20:00:00,13.74,NA,4.84,52.9,65.58,6.7
"25237",2024-02-13 20:15:00,13.74,NA,4.82,53,68.3,6.7
"25238",2024-02-13 20:30:00,13.74,NA,4.61,53,66.31,6.7
"25239",2024-02-13 20:45:00,13.73,NA,4.93,53,67.11,6.7
"25240",2024-02-13 21:00:00,13.73,NA,5.03,53,64.09,6.7
"25241",2024-02-13 21:15:00,13.73,NA,4.48,53,62.49,6.7
"25242",2024-02-13 21:30:00,13.72,NA,4.7,53,68.04,6.7
"25243",2024-02-13 21:45:00,13.71,NA,4.98,53,68.73,6.7
"25244",2024-02-13 22:00:00,13.71,NA,5.17,53,65.4,6.7
"25245",2024-02-13 22:15:00,13.71,NA,4.61,53,71.15,6.7
"25246",2024-02-13 22:30:00,13.71,NA,4.6,53,66.01,6.7
"25247",2024-02-13 22:45:00,13.7,NA,5.06,53,70.02,6.7
"25248",2024-02-13 23:00:00,13.69,NA,4.87,53,61.28,6.7
"25249",2024-02-13 23:15:00,13.69,NA,4.89,53,64.87,6.7
"25250",2024-02-13 23:30:00,13.69,NA,4.88,53,72.27,6.7
"25251",2024-02-13 23:45:00,13.68,NA,4.82,53,70.26,6.7
"25252",2024-02-14,13.68,NA,4.76,53,64.78,6.7
"25253",2024-02-14 00:15:00,13.68,NA,4.51,53,64.26,6.7
"25254",2024-02-14 00:30:00,13.68,NA,4.69,53,63.96,6.7
"25255",2024-02-14 00:45:00,13.67,NA,4.53,53,68.54,6.7
"25256",2024-02-14 01:00:00,13.67,NA,4.77,53,72.27,6.7
"25257",2024-02-14 01:15:00,13.67,NA,4.63,53,68.58,6.7
"25258",2024-02-14 01:30:00,13.66,NA,4.78,53,66.08,6.7
"25259",2024-02-14 01:45:00,13.65,NA,4.95,52.9,71.61,6.7
"25260",2024-02-14 02:00:00,13.66,NA,4.79,52.9,66.36,6.7
"25261",2024-02-14 02:15:00,13.65,NA,4.48,52.9,63.71,6.7
"25262",2024-02-14 02:30:00,13.65,NA,4.63,52.9,64.49,6.7
"25263",2024-02-14 02:45:00,13.64,NA,4.53,52.9,67.65,6.6
"25264",2024-02-14 03:00:00,13.64,NA,4.36,52.9,67.85,6.6
"25265",2024-02-14 03:15:00,13.64,NA,4.53,52.9,65.41,6.6
"25266",2024-02-14 03:30:00,13.63,NA,5.05,52.8,66.72,6.6
"25267",2024-02-14 03:45:00,13.63,NA,5.08,52.8,68.46,6.6
"25268",2024-02-14 04:00:00,13.63,NA,4.67,52.8,63.86,6.6
"25269",2024-02-14 04:15:00,13.62,NA,4.78,52.8,63.5,6.6
"25270",2024-02-14 04:30:00,13.62,NA,4.62,52.8,65.67,6.6
"25271",2024-02-14 04:45:00,13.61,NA,4.9,52.8,61.53,6.6
"25272",2024-02-14 05:00:00,13.62,NA,4.85,52.7,62.09,6.6
"25273",2024-02-14 05:15:00,13.61,NA,4.63,52.7,67.66,6.6
"25274",2024-02-14 05:30:00,13.61,NA,4.47,52.7,65.19,6.6
"25275",2024-02-14 05:45:00,13.61,NA,4.47,52.7,66.83,6.6
"25276",2024-02-14 06:00:00,13.61,NA,4.91,52.6,67.1,6.6
"25277",2024-02-14 06:15:00,13.6,NA,4.43,52.6,67.89,6.6
"25278",2024-02-14 06:30:00,13.6,NA,4.67,52.6,62.87,6.6
"25279",2024-02-14 06:45:00,13.59,NA,4.48,52.6,63.58,6.6
"25280",2024-02-14 07:00:00,13.59,NA,4.6,52.5,65.46,6.6
"25281",2024-02-14 07:15:00,13.59,NA,4.8,52.5,62.29,6.6
"25282",2024-02-14 07:30:00,13.59,NA,4.95,52.5,68.12,6.6
"25283",2024-02-14 07:45:00,13.58,NA,4.69,52.4,63.52,6.6
"25284",2024-02-14 08:00:00,13.57,NA,4.91,52.4,62.24,6.6
"25285",2024-02-14 08:15:00,13.57,NA,4.66,52.4,63.22,6.6
"25286",2024-02-14 08:30:00,13.57,NA,4.68,52.4,60.5,6.6
"25287",2024-02-14 08:45:00,13.57,NA,4.97,52.4,63.13,6.6
"25288",2024-02-14 09:00:00,13.57,NA,4.63,52.3,66.45,6.6
"25289",2024-02-14 09:15:00,13.57,NA,4.43,52.3,63.3,6.6
"25290",2024-02-14 09:30:00,13.56,NA,4.86,52.3,65.32,6.6
"25291",2024-02-14 09:45:00,13.56,NA,4.61,52.3,62.11,6.6
"25292",2024-02-14 10:00:00,13.56,NA,4.8,52.3,64.94,6.6
"25293",2024-02-14 10:15:00,13.55,NA,5.03,52.3,64.2,6.6
"25294",2024-02-14 10:30:00,13.55,NA,4.89,52.4,66.07,6.6
"25295",2024-02-14 10:45:00,13.54,NA,5.02,52.4,64.76,6.6
"25296",2024-02-14 11:00:00,13.53,NA,4.77,52.4,63.06,6.6
"25297",2024-02-14 11:15:00,13.53,NA,4.73,52.4,62.46,6.6
"25298",2024-02-14 11:30:00,13.52,NA,4.58,52.4,64.74,6.6
"25299",2024-02-14 11:45:00,13.52,NA,4.85,52.5,66.23,6.6
"25300",2024-02-14 12:00:00,13.52,NA,5.07,52.5,61.29,6.6
"25301",2024-02-14 12:15:00,13.53,NA,4.66,52.5,62.18,6.7
"25302",2024-02-14 12:30:00,13.52,NA,4.92,52.6,63.29,6.7
"25303",2024-02-14 12:45:00,13.52,NA,4.8,52.6,61.17,6.7
"25304",2024-02-14 13:00:00,13.51,NA,4.81,52.6,63.07,6.7
"25305",2024-02-14 13:15:00,13.52,NA,5.04,52.6,63.25,6.7
"25306",2024-02-14 13:30:00,13.51,NA,5.44,52.6,62.31,6.7
"25307",2024-02-14 13:45:00,13.49,NA,5.06,52.6,63.8,6.7
"25308",2024-02-14 14:00:00,13.49,NA,4.92,52.7,62.74,6.8
"25309",2024-02-14 14:15:00,13.49,NA,5.35,52.7,67.71,6.8
"25310",2024-02-14 14:30:00,13.49,NA,5.21,52.7,63.11,6.8
"25311",2024-02-14 14:45:00,13.5,NA,5.22,52.7,63.27,6.8
"25312",2024-02-14 15:00:00,13.49,NA,4.95,52.8,60.65,6.8
"25313",2024-02-14 15:15:00,13.49,NA,5.18,52.8,60.06,6.8
"25314",2024-02-14 15:30:00,13.49,NA,5.51,52.9,60.82,6.8
"25315",2024-02-14 15:45:00,13.48,NA,5.09,52.9,61.15,6.9
"25316",2024-02-14 16:00:00,13.49,NA,4.8,53,60.43,6.9
"25317",2024-02-14 16:15:00,13.49,NA,4.77,53,63.37,6.9
"25318",2024-02-14 16:30:00,13.48,NA,5.69,53,62.33,6.9
"25319",2024-02-14 16:45:00,13.48,NA,5.48,53.1,62.6,6.9
"25320",2024-02-14 17:00:00,13.48,NA,5,53.1,63.28,7
"25321",2024-02-14 17:15:00,13.48,NA,5.33,53.1,58,7
"25322",2024-02-14 17:30:00,13.48,NA,6.07,53.1,62.11,7
"25323",2024-02-14 17:45:00,13.48,NA,5.33,53.2,61.44,7
"25324",2024-02-14 18:00:00,13.49,NA,5.46,53.2,59.8,7
"25325",2024-02-14 18:15:00,13.5,NA,5.14,53.2,59.28,7
"25326",2024-02-14 18:30:00,13.48,NA,5.42,53.2,62.47,7
"25327",2024-02-14 18:45:00,13.48,NA,5.83,53.2,64.77,7
"25328",2024-02-14 19:00:00,13.47,NA,5.13,53.2,59.63,7
"25329",2024-02-14 19:15:00,13.48,NA,5.67,53.2,61.25,7.1
"25330",2024-02-14 19:30:00,13.49,NA,5.2,53.2,62.62,7.1
"25331",2024-02-14 19:45:00,13.48,NA,6.6,53.3,61.72,7.1
"25332",2024-02-14 20:00:00,13.47,NA,5.22,53.3,59.09,7.1
"25333",2024-02-14 20:15:00,13.47,NA,5.14,53.3,60.99,7.1
"25334",2024-02-14 20:30:00,13.47,NA,5.2,53.3,60.19,7.2
"25335",2024-02-14 20:45:00,13.47,NA,5.49,53.3,60.3,7.2
"25336",2024-02-14 21:00:00,13.46,NA,5.28,53.3,60.07,7.2
"25337",2024-02-14 21:15:00,13.46,NA,5.23,53.3,59.29,7.2
"25338",2024-02-14 21:30:00,13.45,NA,5.1,53.3,59.87,7.2
